Confirmation,OrbitalPeriod,PlanetRadius,InsolationFlux,EquilibriumTemp,StellarEffectiveTemp,StellarRadius,RA,Dec
PC,2.6480838,,714.2873204,1318.5238345,,,21.792202,58.96064
PC,9.9908116,13.9288,335.88,,7934.0,2.02,54.405622,46.84287
FP,3.5639862,10.1033,737.328,1451.0,6940.9,2.41,21.177329,51.671855
PC,3.2975093,12.8987,349.544,1204.0,5556.0,1.18,35.308494,59.711857
PC,0.8746494,3.71319,1522.95,1740.0,4977.4,0.81,54.214981,44.769846
KP,4.4085194,12.4986982,648.882601,1287.2452024,5961.2,1.2983299,44.470988,30.625597
PC,5.4439776,16.8830792,518.5661197,1217.0846478,5717.0,1.41985,33.811901,33.229276
PC,0.7415247,13.5277,2304.37,1930.0,5921.0,2.73,48.218476,35.093455
PC,1.2126653,10.8168,1112.72,1609.0,5958.7,1.51,31.602366,33.856295
FP,4.7150255,17.6148,1853.5,1827.0,5756.9,1.2,349.606266,-19.823843
PC,2.1947767,13.7928815,899.1857327,1396.6323632,5601.5,1.05234,18.669659,57.077693
PC,1.7266138,16.1222,315.053,1836.4094485,5972.0,1.41,12.407578,56.001551
FP,2.4254068,11.0715,7043.91,2552.0,8290.0,2.51,41.904242,61.306342
PC,2.2390796,16.4201,891.034,1522.0,5615.0,1.29,8.722569,54.743514
PC,4.4619426,13.0569,399.27,1245.0,5854.0,1.36,23.877131,50.987801
PC,5.9577768,12.4756295,218.579857,980.6686318,5219.0,1.12249,45.204618,27.31965
PC,1.9341469,,274.494,1133.0,4828.4,,41.946141,49.410435
FP,3.6923071,14.2002,375.352,1226.0,8469.0,1.1,35.837872,60.889963
FP,4.8542148,18.9133256,2370.8794126,1779.7012929,7259.3,2.0394399,44.233304,28.771475
PC,5.9664078,12.7661,111.516,905.0,5418.0,0.89,36.126714,35.528321
FP,1.38665,15.5656,1237.91,1652.0,5444.0,0.93,354.170634,-34.611893
APC,1.7054246,14.1638,437.196,1273.0,6304.0,2.24,9.644817,54.567547
KP,4.6401269,10.2407443,243.0337156,1007.016024,5191.0,1.00936,35.383494,32.246044
PC,3.3462671,12.1727,711.319,1438.0,5501.0,1.91,50.275227,25.297266
PC,1.3697115,20.6045,18782.0,3261.0,7321.3,2.15,40.958303,54.780398
FP,3.105654,17.6225,643.523,1403.0,6241.0,1.44,49.792323,27.263332
PC,4.9777448,12.9782,238.883,1095.0,5785.0,1.21,15.754328,57.879011
PC,5.0778064,14.9343184,340.2177584,1095.3653389,5262.0,1.24347,36.900563,59.952721
PC,4.4543921,,1324.64,1680.0,5854.0,,34.018303,53.108335
CP,3.246208,13.2996429,1107.8472213,1471.4303775,6088.0,1.34548,39.282337,54.851215
PC,2.4145007,15.7019,1150.77,1622.0,6391.0,1.67,30.367906,48.636524
PC,5.4640119,,,,,,351.229397,-38.160792
PC,10.0755592,8.169,4.4805,405.0,4798.6,0.97,19.670217,52.699436
PC,3.3411398,15.9091,1126.75,1614.0,6702.0,1.3,18.773067,53.117687
PC,3.3210331,,947.428,1545.0,5218.2,,16.813747,53.671781
CP,9.0881638,12.8974,57.0645,765.0,5211.0,0.8,15.654394,51.303892
PC,2.5400911,5.00683,102.529,886.0,4245.0,0.77,23.432187,59.425604
APC,0.6041576,28.9099,23230.2,3439.0,6231.0,1.97,38.259928,45.285806
PC,4.4236103,13.1733,1421.6916309,1549.0,6120.1,1.86,36.719078,45.037963
APC,9.9441709,22.7702,91.5833,861.0,5252.0,1.37,23.042846,54.276292
PC,2.3467263,15.2126883,3021.6682115,1890.956087,6121.8,1.78044,87.883981,36.7873
PC,3.0423931,18.1780385,2668.9183266,1833.1734999,7046.0,1.65768,60.937413,50.236205
PC,4.0463709,18.1541478,446.0901861,1172.1290154,5805.0,1.05486,8.659679,-32.166578
PC,4.4184429,12.8324877,526.2868256,1221.5897336,6166.0,1.11999,82.250858,68.481405
PC,4.2605739,15.3220568,359.3500241,1110.4504109,5457.0,1.0759,60.362935,49.265249
PC,2.2842184,,108.395,898.0,4930.6,,49.102399,58.287744
PC,3.8901335,19.0494736,2845.1375927,1862.711381,6530.0,2.2370601,76.092396,44.334107
PC,1.3944879,18.0998636,1298.1724908,1530.9212454,5483.9,0.965059,72.247199,44.419431
KP,1.9025032,11.3732439,959.0316129,1419.3123455,5464.2,1.02592,75.480167,50.131178
PC,4.3701795,15.4523265,772.6493902,1344.6689175,6647.1,1.23067,76.825224,59.729551
PC,4.9107194,14.9335,838.921,1499.0,6302.0,1.66,75.952392,31.657874
PC,7.27299,13.3662,178.298,1018.0,5400.0,1.13,46.155455,59.356926
PC,3.2509846,,,,,,67.795335,59.159564
PC,3.4813814,6.5778157,322.4829107,1080.8027122,5389.0,0.910221,8.923918,-50.316967
PC,2.4802272,15.7506,2003.04,1863.0,6267.0,1.72,90.808637,41.649461
PC,3.0108217,18.2459,273.596,1133.0,5983.0,1.89,77.163736,66.52611
PC,1.5224706,7.53174,633.3271919,1279.4602071,4654.3,0.8,89.243696,36.358115
PC,10.4401778,11.2253,27.7794,639.0,4571.1,0.89,67.998759,32.869383
CP,2.1547472,11.6102486,53.5321999,689.8799484,3538.0,0.50843,69.552342,39.458003
PC,2.4713543,21.0203111,1837.1071466,1669.7573784,6351.8,2.0498199,88.890851,39.126519
PC,6.0985856,,486.603,1308.0,4740.0,,68.005803,36.012476
APC,10.1182835,10.4862,147.401,970.0,7253.0,1.82,69.965956,46.669445
PC,4.230596,12.1709,1263.61,1661.0,6455.1,2.02,65.713648,41.125315
PC,1.2222265,13.3612412,6057.9111479,2250.09303,6629.1,1.47816,63.286661,54.572095
APC,1.1202752,17.524,4430.07,,5769.7,0.99,359.759069,-15.612021
PC,4.7378265,20.9386989,3058.6451322,1896.714755,6533.0,2.6408801,60.696633,39.041323
PC,3.5411235,10.2150358,401.2147341,1141.4685966,5151.0,1.09532,80.611594,40.425991
PC,1.0788649,18.4561494,2357.2189752,1777.1321825,4920.0,1.31,50.324844,63.732522
PC,3.9442027,14.6517,741.79,1453.0,6518.1,1.22,82.215093,30.227473
PC,,13.5121,549.591,1348.0,6523.0,1.39,80.425878,36.274635
FP,4.7262208,12.4034204,454.4461913,1177.5798524,5947.0,1.1428699,84.789937,60.424358
PC,4.8404431,17.700332,366.5736704,1115.9893923,5925.1,1.04742,77.298277,38.228572
PC,13.3988634,12.8019377,230.6263738,993.9098444,6475.0,1.46637,84.479701,64.545457
FP,6.5019596,,9344.79,2739.0,13253.0,,85.151086,34.796663
PC,8.1744382,,158.3964604,904.8073455,5051.3,,86.594255,59.521666
FP,1.632,9.24379,806.657,1484.0,5997.0,1.11,355.901919,-11.26957
PC,2.5404529,,1605.1782553,1614.3606628,4837.0,,64.230918,36.924112
APC,5.6619072,10.5138,518.945,,6294.0,1.37,83.891112,31.164547
PC,2.9594651,17.5182,11520.9,2886.0,6633.2,2.35,84.613821,57.031425
FP,2.1263167,22.1075367,6216.4494671,2264.6722133,6361.4,2.2823701,83.140649,57.623092
PC,2.141186,,1027.1214106,1443.8603659,4880.9,,79.285641,53.723458
PC,3.3526843,11.1102207,643.2144362,1284.4248381,6245.0,1.0157599,55.590143,58.295332
PC,2.2091186,20.0456418,4482.4184345,2086.8817852,6876.0,1.79471,79.703512,43.815936
PC,5.5609997,15.2954,424.633,1264.0,5863.0,1.58,72.427173,35.301657
PC,4.3847594,17.2316994,1666.4153311,1629.5420157,6806.6,1.75577,88.985589,34.265809
PC,3.4471559,16.6194574,1585.810069,1609.4687264,6083.0,1.67828,86.635927,51.242599
PC,5.4820954,13.3111519,419.3870005,1154.1798573,5719.0,1.28194,358.227453,-41.700468
FA,2.0449361,21.3235,1476.47,1726.0,6247.6,1.22,81.57825,47.073781
PC,2.0449545,18.9624,638.907,1400.0,5086.8,0.97,81.578251,47.07378
FP,8.9279009,15.0384,17.5959,570.0,3916.0,0.67,72.799655,50.096898
PC,2.1186344,,236.176,1092.0,3898.0,,58.490945,58.748105
PC,3.9010509,15.3760904,3848.7247292,2008.8567199,6257.0,2.7449501,60.273843,67.507635
PC,1.6883103,7.5805,941.489,1543.0,4830.0,0.9,65.615413,46.536011
FP,1.8012697,3.19942,1024.77,1576.0,4570.0,0.75,78.040149,34.750032
PC,1.5503072,15.625642,12362.172636,2689.3260002,7747.0,1.98568,58.983683,57.834123
PC,2.3753009,14.7510708,1905.0724424,1684.9911465,6087.0,1.43317,51.761032,61.189331
PC,1.8751894,14.0349,1205.51,1641.0,5410.0,1.5,68.539495,32.806951
PC,9.4546478,12.7656513,161.2909516,908.9128651,5001.6,3.2739301,47.149903,-77.383328
PC,12.4844641,8.49489,7.652,463.0,3815.0,0.63,76.423773,67.820318
PC,2.9157041,13.8344,1361.85,1692.0,6400.6,1.2,68.629023,32.476637
PC,2.8054221,,659.2119513,1292.3377117,4879.0,,46.811835,64.395362
FP,3.6502527,21.323,1462.84,1722.0,6630.3,1.95,62.618611,32.306767
PC,2.5312823,11.7709,9149.72,2724.0,6170.0,2.98,46.934208,62.39968
CP,5.5455798,10.3353813,238.4089829,1002.1907807,5354.0,1.07607,69.747261,66.671209
APC,4.4236732,12.6262986,457.5894483,1179.6108266,6096.0,1.06163,83.653007,36.939626
CP,3.4391954,12.4377309,58.4322157,705.1521561,3902.0,0.637223,91.003642,55.019979
PC,3.4177514,15.3577,734.21,1450.0,5868.0,1.52,41.323613,69.106259
FP,1.6882863,,,,,,65.615413,46.536013
PC,2.7509863,12.6685799,587.6484052,1255.7382989,5317.0,1.0711401,354.44576,-42.966387
APC,0.5318566,,2027.68,1869.0,4852.0,,87.645924,44.687214
PC,25.8944827,17.6301,2.69966,357.0,4375.0,0.74,48.669955,66.920775
PC,0.6843601,6.83269,2045.89,1873.0,6779.0,2.17,70.325641,55.933254
PC,2.0042661,17.4679856,6165.1811066,2259.9883961,7284.0,1.8149,57.947685,47.149894
PC,6.5718534,17.2374292,150.7938358,893.7491602,4773.0,1.89337,48.791209,66.597657
PC,3.1479532,17.745577,2765.4837198,1849.5348804,7298.0,1.63943,57.511805,46.681042
PC,3.5414573,7.74182,333.084,1190.0,5244.0,0.99,70.242045,57.507726
PC,2.3907751,21.8606641,2835.6275008,1861.1528619,5382.0,2.0989001,69.488129,52.71623
PC,2.1803154,18.3770154,6330.1622488,2274.9584022,7166.0,1.9933,83.379462,45.081717
PC,10.3380912,14.0125,183.03,1024.0,6650.0,1.7,54.82405,52.824649
FP,1.55028,14.723,1769.75,1806.0,5039.5,0.87,348.039774,-45.017093
PC,0.9183768,7.7093,660.579,1412.0,5176.0,0.9,66.381511,57.806118
PC,3.6238662,16.4563404,1310.9028217,1534.6607085,6717.3,1.39527,82.560259,31.181746
PC,4.1689145,7.3156426,201.8900648,961.3875339,5119.0,0.874119,86.04348,36.080653
PC,2.9508097,19.4435142,1793.3967876,1659.7353595,5823.8,1.70744,61.496952,51.724323
PC,1.5970752,,,,,,95.160582,43.165306
PC,5.3868381,15.8461,255.316,1113.0,5915.0,1.13,107.082369,34.674445
APC,1.3312309,12.5661,1975.12,1857.0,5247.2,0.66,102.827625,33.545577
PC,2.3365744,9.51324,1516.77,1738.0,6545.0,1.41,126.818692,50.75782
PC,5.6089886,8.1185589,173.8254973,926.0791782,5353.3,0.927391,116.767003,56.783436
PC,1.6180578,,1373.0847145,1552.5445917,,,104.733224,49.968735
FP,3.10926,9.58224,532.263,1338.0,5894.0,1.18,1.399014,-19.489511
PC,1.4005308,15.9952422,1816.6738365,1665.0948975,5765.0,1.06059,92.609716,71.412134
FP,3.2583798,6.27906,197.102,1043.0,4992.1,0.9,110.878729,50.349524
APC,10.3918699,13.0244,20.6991,594.0,6683.0,1.69,98.538646,66.634664
PC,6.1080224,12.8902,544.723,1345.0,6204.0,1.48,133.705669,55.134127
PC,4.9386676,21.2842391,2578.0960496,1817.3748885,5646.0,3.0218699,92.846314,65.762376
CP,4.6747218,4.73219,11.5347,513.0,3502.0,0.5,130.900226,63.078077
APC,2.1040634,14.9729,1713.13,1792.0,5973.3,1.54,95.121127,58.094196
PC,4.8163162,14.751756,330.3698152,1087.3512039,5290.0,1.1743,133.072602,61.972124
PC,3.0923729,15.1739,1605.66,1763.0,6510.2,1.76,94.432577,54.381306
PC,4.120004,10.4236143,270.6876112,1034.5151246,5497.6,0.902842,115.084361,49.078607
FP,0.91677,3.12766,4151.31,2236.0,5825.0,1.71,68.891541,-56.138849
FP,13.247777,11.7716,74.203,817.0,5373.8,0.89,118.426692,46.47193
PC,3.1833919,13.8362,430.956,1269.0,6405.0,1.39,295.387706,56.217805
APC,0.7729066,6.51984,2135.77,1893.0,6125.0,1.19,102.599479,48.944982
PC,3.2551315,17.8868067,1237.4249188,1512.6883561,6433.0,1.3329901,118.16493,42.786497
FA,2.2019606,3.97533,4911.26,2332.0,6269.0,1.35,126.849751,64.765253
FP,2.8300213,6.47417,462.811,1292.0,6205.0,1.01,98.732441,49.676574
FP,14.9857436,9.39924,155.741,984.0,5279.0,0.86,115.508868,61.574659
PC,17.6229161,11.2819,23.6888,614.0,5973.8,1.21,104.840901,48.30288
PC,2.6797436,12.2250402,709.9849597,1316.5338707,5573.0,1.07552,124.114906,47.021989
FP,8.2064867,14.6693181,77.9725277,757.8882131,5236.1,0.824569,114.188526,44.051536
PC,0.5045539,18.3768141,6493.5059824,2289.4942693,5227.0,1.0,23.280585,-47.882084
PC,1.6667559,5.73913,3970.53,2211.0,7189.4,1.4,103.276084,39.132278
PC,5.8677921,12.8354727,233.7179242,997.224075,5565.6,1.04333,114.010809,47.258131
PC,1.4658218,12.9122,491.415,1311.0,5586.0,1.36,98.781576,45.027682
PC,2.5492773,13.2377,1223.62,1647.0,6862.4,2.07,107.173813,38.18106
PC,3.2905683,14.6087971,560.3316578,1240.8835851,5689.0,1.06203,134.655352,74.459183
PC,3.8960447,12.1478,151.232,976.0,5295.0,1.02,94.899684,42.313594
APC,2.9859012,14.0883,339.369,1195.0,6709.5,1.94,113.67495,38.986526
CP,2.8989758,10.0928,401.9,1247.0,5908.0,1.47,139.112565,69.074128
FP,3.6754815,22.3487036,1252.5773445,1517.2980079,6305.0,1.4902101,96.250314,33.032134
PC,3.6346303,13.6402,215.456,1067.0,5058.0,0.85,100.288738,48.861378
FP,4.89577,3.30734,240.778,1097.0,5883.0,1.77,22.757528,-51.215733
FP,1.0590994,10.6616565,18843.6190459,2988.2080302,9332.0,1.42848,112.325562,33.591361
PC,2.9594596,7.75397,94.5522,868.0,5560.0,1.19,95.549232,83.861194
PC,3.8850001,12.1627174,268.037691,1031.9739072,5382.2,0.89315,112.194386,34.185355
PC,3.7178656,13.6754452,837.7005046,1372.1195235,6268.0,1.23586,118.060044,31.64694
PC,4.9513106,14.0040077,663.7580626,1294.5600539,5914.0,1.43625,139.838463,66.803273
PC,4.8709815,21.2108,611.598,1385.0,5908.0,1.87,109.358531,49.840082
PC,1.0358225,10.1292,1819.34,1819.0,6180.0,1.14,128.861632,67.128369
PC,4.8504819,17.4413086,1660.3166024,1628.0490201,6313.0,2.05899,107.504711,70.976379
PC,3.2371501,13.8548638,984.9041254,1428.7894629,5800.1,1.35302,121.591887,42.19247
CP,3.244299,12.9273057,1427.7989564,1567.7850348,5999.0,1.5585901,121.863257,29.388645
FP,0.4568,6.64264,1132.97,1616.0,5777.0,1.03,3.797833,-46.272428
PC,5.4290781,24.5471729,1214.2295602,1505.5491913,6403.0,1.86967,115.641632,28.807132
PC,2.5972551,23.7348191,5351.1817869,2181.3842633,7054.0,2.1075301,105.868408,60.852551
PC,3.1235179,13.2914966,489.470679,1199.6413306,5376.0,1.04447,104.603337,59.972981
APC,0.6848358,4.49427,2198.68,1907.0,6385.1,1.1,127.033706,56.431077
FA,2.3378945,8.31293,1340.5004828,1543.2507377,6666.8,1.33,126.818693,50.757821
FP,7.1404043,10.5731,53.052,751.0,5886.6,1.11,151.255619,40.341064
APC,4.9807125,17.2544,231.2,1086.0,5545.7,1.04,149.876935,36.99245
FA,2.91463,9.96391,588.827,,5484.8,0.99,137.42133,31.292481
PC,19.5105608,,,,,,150.892504,67.990037
PC,2.9150294,12.8379,464.816,1293.0,5385.0,1.08,137.421232,31.292423
FP,10.9803025,7.58741,73.7576,,5951.0,1.27,99.609604,-67.656396
PC,3.2493152,10.3587,173.46,1011.0,5371.2,1.04,167.29495,49.955757
PC,1.7088305,,564.614,1358.0,5253.2,,146.820422,44.63893
PC,24.0819851,9.42632,22.9814,609.0,5952.0,1.05,177.702227,75.20337
APC,0.4399856,18.9074,1456.36,1721.0,4423.0,1.1,153.155451,62.32946
PC,3.3952015,,321.993,1180.0,5673.6,,179.9069,72.301518
PC,1.3460633,14.2662,1231.36,1650.0,5788.7,1.09,144.395927,28.24536
PC,2.5733766,,,,,,166.238945,43.464381
CP,11.8886495,11.0233,138.065,954.0,5773.9,1.21,152.666283,24.273121
APC,0.8275646,8.41789,1716.01,1793.0,6203.3,1.32,141.480521,33.41274
PC,3.0193545,14.357,1252.3,1657.0,6341.0,1.42,201.510769,74.758859
FP,9.30734,30.7623,304.138,1163.0,5819.0,1.35,7.658562,-52.049331
PC,3.6217624,10.1723,493.866,1313.0,5788.0,1.28,151.293494,60.352093
PC,4.1124956,12.4396125,1230.1400953,1510.4570936,6145.0,1.64364,154.883363,48.353555
PC,3.6566206,13.587,113.212,908.0,4489.2,0.91,133.977629,30.990348
FP,19.5112506,,,,,,150.891937,67.990378
APC,0.896271,13.8677,818.614,1490.0,5726.0,1.22,131.366244,35.617167
FP,2.1461672,16.91,663.959,1414.0,6046.0,1.41,140.462178,38.618961
KP,1.540776,13.3674,210.669,1061.0,4234.0,0.77,160.748095,60.964119
PC,11.0783748,10.2336,36.8868,686.0,5623.0,1.06,160.404554,63.888592
PC,15.9544918,9.88117,19.3942,584.0,4798.0,0.82,170.68965,70.832276
PC,1.2220437,14.8723,973.648,1556.0,5196.0,1.0,142.086945,66.950156
FP,0.6680065,15.4569,7749.15,2613.0,5159.0,3.77,116.813442,-69.030386
PC,14.4832964,13.2087,232.655,1088.0,6039.0,1.02,182.709445,66.952158
PC,3.383466,4.68953,559.625,1355.0,5838.0,1.23,150.380403,75.211897
PC,16.1020097,13.9974,42.3341,710.0,6010.0,0.92,171.789723,74.465349
PC,5.6922342,4.57552,215.174,1067.0,5648.0,1.12,170.673731,73.507923
PC,3.2693612,9.96136,281.839,1141.0,5814.0,0.93,165.273412,73.068232
PC,3.4952497,12.6528,50.504,742.0,4304.8,0.9,135.496464,27.474953
PC,2.0436029,13.3605,321.632,1179.0,5568.0,1.13,145.222922,27.950158
PC,3.2956376,12.4635,155.029,983.0,4646.6,0.86,141.921026,46.214342
PC,16.5968329,4.85367,77.8158,827.0,6329.0,1.16,141.048951,64.318347
APC,1.8460997,16.4485,3553.44,2150.0,6123.9,1.48,168.926158,28.781025
PC,5.1119781,10.6694,890.377,1521.0,8562.0,2.67,104.138355,-53.545449
PC,3.0012386,14.4673,1099.61,1604.0,6331.0,1.21,188.736692,49.994859
PC,1.7763987,10.8531,137.995,954.0,4899.3,0.84,179.957207,11.864677
PC,1.5574603,6.15317,358.839,1212.0,5564.4,0.93,185.900563,50.544625
PC,10.9543562,9.03653,113.516,909.0,5542.4,0.96,187.273217,31.654807
FP,7.6605425,,,,,,213.806242,67.760539
PC,3.011593,,266.454,1125.0,5542.1,,187.434324,39.760801
PC,2.1371195,13.2766,697.213,1431.0,5570.0,1.03,192.736417,30.685937
PC,5.7310859,11.8502,60.3278,776.0,5552.1,1.07,193.655288,47.066242
PC,18.565813,7.83236,13.8526,537.0,4671.0,0.79,203.567211,65.128389
APC,11.2005651,15.4812,13.6838,535.0,5682.2,1.63,176.611941,43.863572
FP,4.155,11.0678,534.715,1339.0,6270.0,1.57,52.225639,-19.979808
PC,2.6292572,8.44711,469.737,1296.0,5933.0,1.35,210.951072,64.270888
PC,4.754432,11.4372,158.463,988.0,5491.7,0.94,175.145084,28.549579
PC,4.4100654,8.08157,232.658,1088.0,5726.0,0.99,162.38823,27.190538
PC,3.8951475,14.6884,256.108,1114.0,6071.0,1.48,212.493524,70.06552
PC,5.5822739,11.6541,64.0979,788.0,5997.0,1.25,210.513462,71.32676
PC,6.0835972,12.0351,102.465,886.0,5579.0,1.22,204.080277,68.517361
PC,6.5846694,14.5999,107.766,897.0,5852.0,0.97,193.898669,57.141015
PC,4.1225477,12.0574,257.46,1115.0,5662.2,1.55,170.454473,33.991382
PC,0.8377576,6.706,2114.06,1889.0,6322.5,1.6,184.351375,29.633535
PC,4.8104679,4.19665,167.688,1002.0,5332.3,0.92,184.624586,34.897976
KP,2.9036816,14.913823,3384.6096881,1945.3461862,6059.0,2.14325,29.263451,0.758825
PC,2.1614819,8.10367,108.567,899.0,4501.0,0.87,188.180754,34.49481
PC,3.3401814,8.19874,332.424,1189.0,5508.5,1.14,196.844286,44.377372
APC,2.071333,6.35115,1179.85,1632.0,6004.0,1.44,183.961977,47.427994
FP,7.0080817,13.1807,189.492,1033.0,6307.0,1.06,189.828966,59.703485
CP,4.5445569,5.7177,5.65747,429.0,3192.0,0.3,181.571834,12.507026
FA,2.5227786,10.9418,344.846,1200.0,5268.7,0.78,180.258942,55.846206
PC,3.0215428,,597.1054249,1260.7602388,5622.1,,283.003442,52.4328
PC,4.2441117,14.06,671.867,1418.0,6034.0,1.57,181.518741,41.471434
PC,5.3298577,8.01139,46.3832,727.0,4773.0,0.8,184.759891,36.609641
PC,2.5228506,12.9082,307.773,1166.0,5294.0,0.84,180.258934,55.846201
FP,13.45913,7.68909,897.182,1524.0,6457.7,1.38,112.941928,-75.527552
FP,0.6203033,7.82821,10295.4,2806.0,6294.0,1.78,171.711327,37.705235
PC,2.7694074,3.02805,551.573,1350.0,5269.6,0.94,197.145209,55.051338
PC,4.5808535,12.4319,328.68,1186.0,5528.7,1.14,171.432632,18.118831
PC,9.0576962,4.28974,79.0884,830.0,4485.0,0.72,177.581251,37.916071
CP,4.3345378,14.3572,546.903,1347.0,6314.8,1.43,201.374827,52.768104
PC,6.6713748,9.63035,162.655,994.0,5614.5,1.11,169.689872,21.617204
PC,4.3773113,2.97425,144.988,966.0,5127.0,0.75,187.93024,63.908546
PC,7.6607094,5.12716,278.513,,5911.7,1.19,213.806552,67.760917
PC,8.6789911,11.1545,135.622,950.0,5693.8,1.12,199.816742,18.914216
PC,5.2077671,2.66176,144.63,966.0,5522.5,0.92,213.902139,57.821472
FP,1.470258,12.2412,884.686,1519.0,6321.46,1.08,30.114481,-4.985686
PC,14.7802661,9.06559,38.1314,,5659.0,1.09,188.528058,4.187824
PC,9.546972,12.4743,33.8682,672.0,5834.0,0.91,218.336542,52.385972
PC,2.9406027,10.835,168.01,1003.0,5464.2,0.97,216.757304,28.495762
PC,14.8496574,9.3235,70.8112,808.0,5296.6,0.96,202.906801,45.622497
APC,10.1614815,7.66646,23.4406,612.0,6297.0,1.24,211.700645,51.992007
PC,5.3599361,11.2314,306.956,1166.0,5933.0,1.04,200.484638,40.26846
APC,0.6451059,6.79091,800.418,1481.0,5436.3,0.88,198.244403,39.866992
PC,1.7213564,10.674,559.726,1355.0,5072.0,0.95,231.249864,57.815109
APC,1.4680992,25.1682214,1531.1554281,1595.4182996,5433.0,1.10122,206.782929,42.736035
PC,3.5115357,12.81,569.545,1360.0,5490.8,1.35,222.163355,53.834829
KP,1.9550932,13.1406834,690.3398082,1307.3307576,5400.0,0.873418,43.688074,-10.898024
PC,5.7158895,12.3206,76.4949,823.0,5224.0,0.82,223.609501,59.101988
PC,9.3517097,3.52814,47.221,730.0,5298.6,0.86,220.037779,54.137281
CP,3.4936188,14.2355,628.664,1394.0,5779.5,1.42,215.801496,24.076564
PC,4.0384773,7.98387,17.0069,565.0,4180.4,0.83,218.874035,48.083929
FP,6.7136512,12.5036,244.013,1101.0,6179.1,1.15,193.595291,30.214364
PC,2.2012625,13.6145,387.574,1236.0,5177.8,0.81,205.488716,17.300066
PC,3.4014954,9.32202,313.317,1172.0,6005.0,1.06,220.726649,41.368472
FA,8.3289771,,,,,,219.734394,37.027878
PC,3.0654283,10.6174,264.883,1123.0,5236.0,1.35,210.205727,39.300051
CP,7.4332642,10.213,184.322,1026.0,6227.0,1.32,208.944753,40.391806
APC,0.8490674,10.8189994,5884.2639739,2233.7922838,5624.7,1.44029,46.93171,0.860922
FA,2.317939,15.7376,719.636,1442.0,5770.0,1.25,336.69079,57.434162
FP,23.2556119,14.4434,51.103,744.0,4742.0,0.73,231.127427,46.695076
PC,3.8960617,12.1401,84.8919,845.0,5247.0,0.8,228.833287,40.267196
PC,4.1377886,,392.6433908,1135.3227028,4964.3,,308.849988,61.140932
FP,2.0474832,14.3474,12096.5,2921.0,6791.0,1.04,340.628454,64.754725
FP,3.0330919,7.40327,4283.51,2253.0,7471.0,2.14,346.403126,63.453418
PC,2.7873223,10.6299,2023.22,,6466.0,1.46,342.630375,61.159585
PC,4.4921154,14.9094,223.672,1077.0,5353.0,1.08,342.661461,60.770111
PC,2.2035349,13.3861,1272.37,1663.0,6141.0,1.52,321.386565,61.812493
PC,3.4608812,19.0253,672.096,1418.0,5695.0,1.52,346.474955,67.188469
FP,2.49221,1.71311,43.3259,714.0,3450.0,0.45,42.250066,-14.537646
PC,2.9284231,,638.648,1400.0,4885.4,,319.547187,66.161198
PC,7.6644,9.9098801,175.3654356,928.1234573,5694.0,1.04215,296.833901,59.640713
APC,2.4892754,15.5724,660.426,1412.0,6285.0,2.76,326.267189,64.067347
PC,1.97549,17.6764,5560.11,2405.0,8523.0,2.46,347.967961,56.862096
PC,11.7512673,17.4049,86.313,849.0,6571.0,1.68,336.858934,67.769354
PC,1.2257683,,2802.16,2026.0,6205.8,,330.755072,67.623397
PC,1.4858906,,648.608,1405.0,5196.8,,344.322032,59.201372
PC,1.6923573,12.7696702,762.5979736,1340.2742114,5287.0,0.88876,334.133015,66.860571
FP,2.8778095,7.35828,1005.2,1568.0,6131.0,1.05,333.663387,68.685313
PC,2.3466472,12.2268,153.353,980.0,4477.0,0.75,356.708389,66.860805
APC,0.39149,5.95564,13030.0,2976.0,6216.1,2.25,48.499479,-8.573851
PC,3.4895723,12.9484,87.9248,853.0,4315.0,0.71,356.886316,54.178308
PC,2.8817718,14.8764,854.357,1506.0,6137.0,1.38,356.407097,55.225972
PC,3.1082514,13.7608011,1763.4216575,1652.7561891,6413.0,1.5486799,355.725774,58.452426
PC,5.5613023,10.4506,713.503,1439.0,5607.0,2.27,309.768437,61.459062
PC,2.3151015,,285.103,1144.0,4746.7,,337.785484,61.643001
PC,4.4638411,9.59744,78.9834,830.0,5472.0,1.42,334.990313,62.656666
PC,5.7033411,15.2151,217.888,1070.0,5933.0,1.24,334.013781,61.05756
PC,6.7716021,16.5311,831.07,1495.0,6136.0,2.62,333.725864,62.858737
FP,2.1176601,5.16544,12280.2,2932.0,5814.0,0.89,332.633491,61.82941
PC,2.2297524,10.5562,970.705,1555.0,5846.0,1.17,331.227588,64.463751
APC,6.0613441,27.91045,618.1880959,1271.7446199,5949.2,1.53715,56.304651,-10.973454
PC,3.4488281,15.6361,617.246,1388.0,5994.0,1.27,331.078789,61.627934
PC,2.1861455,11.5599,612.53,1385.0,5342.0,1.24,330.715324,60.211838
PC,2.9897732,17.6166,1317.93,1678.0,6786.0,1.57,323.15288,67.911948
PC,2.9873441,,790.978,1477.0,5734.9,,264.503061,59.643473
PC,3.4043154,20.3568,113.665,909.0,5833.0,1.0,323.985128,61.209107
PC,3.1274951,17.6985303,1481.4610493,1582.3126821,6457.0,1.41321,346.156393,56.731648
PC,2.6686464,12.9106,332.941,1190.0,5227.0,0.9,229.220096,51.397855
FP,1.5891628,12.5934,1679.03,1783.0,6227.0,2.0,315.263903,63.424275
